identifier,pasal,ayat,poin,element_type,content,full_text,hierarchy_level,source_document,source_file
Pasal 4 ayat (3),4.0,3.0,,ayat,Kriteria keahlian tertentu sebagaimana dimaksud pada,Pasal 4 ayat (3) berbunyi: Kriteria keahlian tertentu sebagaimana dimaksud pada,4,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 4 ayat (1),4.0,1.0,,ayat,meliputi: . memiliki...,Pasal 4 ayat (1) berbunyi: meliputi: . memiliki...,4,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 4 ayat (1) poin a,4.0,1.0,a,poin,"memiliki keahlian di bidang ilmu pengetahltan, teknologi, dan/atau matematika, yang dibuktikan dengan: 1. sertifikat keahlian yang diterbitkan oleh lembaga yang telah ditunjuk oleh Pemerintah Indonesia atau pemerintah negara asal tenaga keda asing; 2. ijazah pendidikan; dan/atau 3. pengalaman kerja paling singkat 5 (lima) tahun, di bidang ilmu atau bidang kerja yang sesuai dengan bidang keahlian tersebut; dan","Pasal 4 ayat (1) poin a berbunyi: memiliki keahlian di bidang ilmu pengetahltan, teknologi, dan/atau matematika, yang dibuktikan dengan: 1. sertifikat keahlian yang diterbitkan oleh lembaga yang telah ditunjuk oleh Pemerintah Indonesia atau pemerintah negara asal tenaga keda asing; 2. ijazah pendidikan; dan/atau 3. pengalaman kerja paling singkat 5 (lima) tahun, di bidang ilmu atau bidang kerja yang sesuai dengan bidang keahlian tersebut; dan",5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 4 ayat (1) poin b,4.0,1.0,b,poin,memiliki kewajiban untuk melakukan alih pengetahuan.,Pasal 4 ayat (1) poin b berbunyi: memiliki kewajiban untuk melakukan alih pengetahuan.,5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 5,5.0,,,pasal,Ketentuan mengenai tata cara pengenaan Pajak Penghasilan bagi warga negara asing sebagaimana dimaksud dalam Pasal 3 dan Pasal 4 diatur dalam Peraturan Menteri.,Pasal 5 berbunyi: Ketentuan mengenai tata cara pengenaan Pajak Penghasilan bagi warga negara asing sebagaimana dimaksud dalam Pasal 3 dan Pasal 4 diatur dalam Peraturan Menteri.,3,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
bab,,,,bab,BAB III: PENGECUALTAN DARI OBJEK,BAB III: PENGECUALTAN DARI OBJEK,1,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
bagian,,,,bagian,Bagian Kesatu,Bagian Kesatu,2,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 6,6.0,,,pasal,"(l) Keuntungan karena pengalihan harta berupa hibah, bantuan, atau sumbangan merupakan objek Pajak Penghasilan bagi pihak pemberi. (21 Dikecualikan sebagai objek Pajak Penghasilan sebagaimana dimaksud pada ayat (1) sepanjang: a. hibah, bantuan, atau sumbangan diberikan kepada: 1. keluarga 1. keluarga sedarah dalam garis keturunan lurus satu derajat; 2. badan keagamaan; 3. badan pendidikan; 4. badan sosial termasuk yayasan; 5. koperasi; atau 6. orang pribadi yang menjalankan usaha mikro dan kecil; dan b. tidak ada hubungan dengan usaha, pekerjaan, kepemilikan, atau penguasaan di antara pihak yang bersangkutan.","Pasal 6 berbunyi: (l) Keuntungan karena pengalihan harta berupa hibah, bantuan, atau sumbangan merupakan objek Pajak Penghasilan bagi pihak pemberi. (21 Dikecualikan sebagai objek Pajak Penghasilan sebagaimana dimaksud pada ayat (1) sepanjang: a. hibah, bantuan, atau sumbangan diberikan kepada: 1. keluarga 1. keluarga sedarah dalam garis keturunan lurus satu derajat; 2. badan keagamaan; 3. badan pendidikan; 4. badan sosial termasuk yayasan; 5. koperasi; atau 6. orang pribadi yang menjalankan usaha mikro dan kecil; dan b. tidak ada hubungan dengan usaha, pekerjaan, kepemilikan, atau penguasaan di antara pihak yang bersangkutan.",3,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 6 ayat (3),6.0,3.0,,ayat,Ketentuanmengenai:,Pasal 6 ayat (3) berbunyi: Ketentuanmengenai:,4,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 6 ayat (3) poin a,6.0,3.0,a,poin,keluarga sedarah dalam garis keturunan lurus satu derajat sebagaimana dimaksud pada ayat (21 huruf a angka L merupakan orang tua kandung dan anak kandung;,Pasal 6 ayat (3) poin a berbunyi: keluarga sedarah dalam garis keturunan lurus satu derajat sebagaimana dimaksud pada ayat (21 huruf a angka L merupakan orang tua kandung dan anak kandung;,5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 6 ayat (3) poin b,6.0,3.0,b,poin,badan keagamaan sebagaimana dimaksud pada ayat,Pasal 6 ayat (3) poin b berbunyi: badan keagamaan sebagaimana dimaksud pada ayat,5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 6 ayat (2),6.0,2.0,,ayat,huruf a angka 2 merupakan badan yang tidak mencari keuntungan dengan kegiatan utamanyamengurus tempat ibadah dan/atau menyelenggarakan kegiatan di bidang keagamaan;,Pasal 6 ayat (2) berbunyi: huruf a angka 2 merupakan badan yang tidak mencari keuntungan dengan kegiatan utamanyamengurus tempat ibadah dan/atau menyelenggarakan kegiatan di bidang keagamaan;,4,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 6 ayat (2) poin c,6.0,2.0,c,poin,badan pendidikan sebagaimana dimaksud pada ayat,Pasal 6 ayat (2) poin c berbunyi: badan pendidikan sebagaimana dimaksud pada ayat,5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 6 ayat (2),6.0,2.0,,ayat,huruf a angka 3 merupakan badan yang tidak mencari keuntungan dengan kegiatan utamanya menyelenggarakan pendidikan;,Pasal 6 ayat (2) berbunyi: huruf a angka 3 merupakan badan yang tidak mencari keuntungan dengan kegiatan utamanya menyelenggarakan pendidikan;,4,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 6 ayat (2) poin d,6.0,2.0,d,poin,"badan sosial termasuk yayasan sebagaimana dimaksud pada ayat (21 huruf a angka 4 merupakan badan yang tidak mencari keuntungan dengan kegiatan utamanya menyelenggarakan: 1. pemeliharaankesehatan; 2. pemeliharaan orang lanjut usia atau panti jompo; 3. pemeliharaan anak yatim dan/atau piatu dan penyandang disabilitas; 4. penanganan. . . 4. penanganan ketunaan sosial, ketelanta.ran, dan penyimpangan perilaku; 5. santunan dan/atau pertolongan kepada korban bencana alam, kecelakaan, dan sejenisnya; 6. pemberian beasiswa; dan/atau 7. pelestarian lingkungan hidup;","Pasal 6 ayat (2) poin d berbunyi: badan sosial termasuk yayasan sebagaimana dimaksud pada ayat (21 huruf a angka 4 merupakan badan yang tidak mencari keuntungan dengan kegiatan utamanya menyelenggarakan: 1. pemeliharaankesehatan; 2. pemeliharaan orang lanjut usia atau panti jompo; 3. pemeliharaan anak yatim dan/atau piatu dan penyandang disabilitas; 4. penanganan. . . 4. penanganan ketunaan sosial, ketelanta.ran, dan penyimpangan perilaku; 5. santunan dan/atau pertolongan kepada korban bencana alam, kecelakaan, dan sejenisnya; 6. pemberian beasiswa; dan/atau 7. pelestarian lingkungan hidup;",5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 6 ayat (2) poin e,6.0,2.0,e,poin,koperasi sebagaimana dimaksud pada ayat (21 hurrf a angka 5 merupakan badan sebagaimana diatur dalam ketentuan perundang-undangan di bidang perkoperasian; atau,Pasal 6 ayat (2) poin e berbunyi: koperasi sebagaimana dimaksud pada ayat (21 hurrf a angka 5 merupakan badan sebagaimana diatur dalam ketentuan perundang-undangan di bidang perkoperasian; atau,5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 6 ayat (2) poin f,6.0,2.0,f,poin,"orang pribadi yang menjalankan usaha mikro dan kecil sebagaimana dimaksud pada ayat (21 hurlf a angka 6 merupakan orang pribadi yang memiliki dan menjalankan usaha produktif yang memenuhi kriteria: 1. memiliki kekayaan bersih paling banyak Rp5OO.OOO.OOO,OO (lima ratus juta rupiah) tidak termasuk tanah dan bangunan tempat usaha; atau 2. memiliki peredaran usaha setahun sampai dengan Rp2.5OO.OO0.0OO,O0 (dua miliar lima ratus juta rupiah).","Pasal 6 ayat (2) poin f berbunyi: orang pribadi yang menjalankan usaha mikro dan kecil sebagaimana dimaksud pada ayat (21 hurlf a angka 6 merupakan orang pribadi yang memiliki dan menjalankan usaha produktif yang memenuhi kriteria: 1. memiliki kekayaan bersih paling banyak Rp5OO.OOO.OOO,OO (lima ratus juta rupiah) tidak termasuk tanah dan bangunan tempat usaha; atau 2. memiliki peredaran usaha setahun sampai dengan Rp2.5OO.OO0.0OO,O0 (dua miliar lima ratus juta rupiah).",5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 6 ayat (4),6.0,4.0,,ayat,Ketentuan mengenai tata cara penilaian dan penghitungan atas keunturrgan karena pengalihan harta sebagaimana dimaksud pada ayat (21diatur dalam Peraturan Menteri.,Pasal 6 ayat (4) berbunyi: Ketentuan mengenai tata cara penilaian dan penghitungan atas keunturrgan karena pengalihan harta sebagaimana dimaksud pada ayat (21diatur dalam Peraturan Menteri.,4,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 7 ayat (1),7.0,1.0,,ayat,Harta hibahan dikecualikan dari objek Pajak Penghasilan sepanjang:,Pasal 7 ayat (1) berbunyi: Harta hibahan dikecualikan dari objek Pajak Penghasilan sepanjang:,4,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 7 ayat (1) poin a,7.0,1.0,a,poin,"diterima oleh: 1. keluarga sedarah dalam garis keturunan lurus satu derajat; 2. badan keagamaan; 3. badan pendidikan; 4. badan 4. badan sosial termasuk yayasan; 5. koperasi; atau 6. orang pribadi yang menjalankan usaha mikro dan kecil, sebagaimana dimaksud dalam Pasal 6 ayat (3); dan","Pasal 7 ayat (1) poin a berbunyi: diterima oleh: 1. keluarga sedarah dalam garis keturunan lurus satu derajat; 2. badan keagamaan; 3. badan pendidikan; 4. badan 4. badan sosial termasuk yayasan; 5. koperasi; atau 6. orang pribadi yang menjalankan usaha mikro dan kecil, sebagaimana dimaksud dalam Pasal 6 ayat (3); dan",5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 7 ayat (1) poin b,7.0,1.0,b,poin,"tidak ada hubungan dengan usaha, pekerjaan, kepemilikan, atau penguasaan di antara pihak yang bersangkutan. (21 Harta hibahan sebagaimana dimaksud pada ayat (1) dapat berbentuk uang atau barang.","Pasal 7 ayat (1) poin b berbunyi: tidak ada hubungan dengan usaha, pekerjaan, kepemilikan, atau penguasaan di antara pihak yang bersangkutan. (21 Harta hibahan sebagaimana dimaksud pada ayat (1) dapat berbentuk uang atau barang.",5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 7 ayat (3),7.0,3.0,,ayat,Ketentuan mengenai tata cara penilaian dan penghitungan atas harta hibahan yang berbentuk barang sebagaimana dimaksud pada ayat (2) diatur dalam Peraturan Menteri. Bagian Kedua Bantuan atau Santunan yang Dibayarkan Badan Penyelenggara Jaminan Sosial kepada Wajib Pajak Tertentu,Pasal 7 ayat (3) berbunyi: Ketentuan mengenai tata cara penilaian dan penghitungan atas harta hibahan yang berbentuk barang sebagaimana dimaksud pada ayat (2) diatur dalam Peraturan Menteri. Bagian Kedua Bantuan atau Santunan yang Dibayarkan Badan Penyelenggara Jaminan Sosial kepada Wajib Pajak Tertentu,4,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 8 ayat (1),8.0,1.0,,ayat,Bantuan atau santunan yang dibayarkan oleh Badan Penyelenggara Jaminan Sosial kepada Wajib Pajak tertentu dikecualikan dari objek Pajak Penghasilan. l2l Wajib Pajak tertentu sebagaimana dimaksud pada ayat (1) merupakan:,Pasal 8 ayat (1) berbunyi: Bantuan atau santunan yang dibayarkan oleh Badan Penyelenggara Jaminan Sosial kepada Wajib Pajak tertentu dikecualikan dari objek Pajak Penghasilan. l2l Wajib Pajak tertentu sebagaimana dimaksud pada ayat (1) merupakan:,4,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 8 ayat (1) poin a,8.0,1.0,a,poin,Wajib Pajak atau anggota masyarakat yang tidak mampu;,Pasal 8 ayat (1) poin a berbunyi: Wajib Pajak atau anggota masyarakat yang tidak mampu;,5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 8 ayat (1) poin b,8.0,1.0,b,poin,Wajib Pajak atau anggota masyarakat yang mengalami bencana alam; dan/atau,Pasal 8 ayat (1) poin b berbunyi: Wajib Pajak atau anggota masyarakat yang mengalami bencana alam; dan/atau,5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 8 ayat (1) poin c,8.0,1.0,c,poin,Wajib Pajak atau anggota masyarakat tertimpa musibah.,Pasal 8 ayat (1) poin c berbunyi: Wajib Pajak atau anggota masyarakat tertimpa musibah.,5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 8 ayat (3),8.0,3.0,,ayat,Ketentuan. . . _ 10_,Pasal 8 ayat (3) berbunyi: Ketentuan. . . _ 10_,4,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 8 ayat (3),8.0,3.0,,ayat,Ketentuan mengenai bantuan atau santunan yang dibayarkan Badan Penyelenggara Jaminan Sosial kepada Wajib Pajak tertentu yang dikecualikan dari objek Pqiak Penghasilan sebagaim€rna dimaksud pada ayat (1) diatur dalam Peraturan Menteri. Bagian Ketiga Ketentuan Pengecualian Pajak Penghasilan atas Dividen atau Penghasilan Lain,Pasal 8 ayat (3) berbunyi: Ketentuan mengenai bantuan atau santunan yang dibayarkan Badan Penyelenggara Jaminan Sosial kepada Wajib Pajak tertentu yang dikecualikan dari objek Pqiak Penghasilan sebagaim€rna dimaksud pada ayat (1) diatur dalam Peraturan Menteri. Bagian Ketiga Ketentuan Pengecualian Pajak Penghasilan atas Dividen atau Penghasilan Lain,4,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
